membership:pair_set_id	pair
ALL	19d289a2-4dfb-46e0-bbbd-def702153904_c389ce48-c0fe-4ed2-a64a-8bae971103e6
ALL	175e2961-9c4c-4f62-ae06-9fc562fc2952_aea28dcd-859c-448d-9c06-8a7d8ef63d1d
ALL	5aa05885-94c9-45b2-b6a6-8e69b6b1cba5_682f7e1a-9938-447d-99e8-8570424937b4
ALL	200819c3-826e-49a1-8824-6d4752e6eb6f_acee2a6d-01bb-458d-bdc6-06cfee8aedc9
ALL	f1edd2df-b7ae-4f73-9cca-3ff5e2ca65f3_fb56ed68-9c14-441c-b1c8-9537ed3a8dad
ALL	3ce2a607-b572-403b-9a73-df44baf1d8bb_b0fc513e-fc8b-4fa8-80b0-312a22b92062
ALL	c1d4cc95-fcfc-4eca-89dc-fc52c695dee0_d6bd5d0a-d764-4be0-98fd-f02314c8c5d1
ALL	e5d28d22-61ff-41de-938a-263cd8338bb8_5e0f6c97-9a31-4d45-8e4b-3d3ef821fff2
ALL	c97a6684-daef-4dac-9d0d-6f0093f373ac_c8036cef-414a-4175-9ee1-6da1d49ab375
ALL	82f20d61-aff1-4c4c-86bf-2f80f32b684a_e8acd20a-3901-4fb7-a0cb-8c4aef14d1c3
ALL	9d90f60e-acb0-43ce-8c74-e4fd5ad5d0ea_f9a00a88-e24e-4628-aa56-f2a7f7e2656e
ALL	4eb18580-30af-4c32-bb5b-1a8c87280212_ca22f102-fdce-4082-9c9e-5fc6bd23cafe
ALL	471ce542-e85b-4bdb-b365-4562a93ef1e5_4ff85f09-79ef-4398-9157-04ba9acb6f47
ALL	08a6a045-6b58-40d2-ae0d-e0aaf7779985_b7c6cc54-4a5a-4977-a6a8-72e04e3defda
ALL	413ed4fa-013a-4751-8f74-d54f6cf992c9_f2b36ca3-8d5d-453d-b445-82faa22a8a35
ALL	01e18722-e4e2-42a3-a8c4-3ca7bee2edf5_697b8e3b-90aa-4fca-b6b2-91a12d90f98b
ALL	30365e6a-0968-4687-b1e1-0aea8159e8a5_43d615b8-26db-49fc-82fe-6998b577f88d
ALL	e1ee3a5b-fcf3-4172-be78-2ccd594a6bf4_5d533b4d-876f-4c1c-9eee-1d8458917022
ALL	228290f9-19f1-4b00-9765-c89de4882e60_62b71d5a-a147-4ac7-b23d-48742479821d
ALL	b08dce6a-d561-41e2-ad8f-cdb9d02e7efe_80eb1493-acfa-4345-b224-8a7d5af424fc
ALL	d79627cf-4336-42f6-8a3c-5761487b1502_af739515-20b2-4b05-a7b0-e81aaec458e9
ALL	c55bc8a8-b47b-4455-8c77-532c0eef98cc_0ac8b5cf-cc2c-46a3-b913-721450fe61ca
ALL	6e67f804-5c82-4750-894a-0e85357f7e3d_145e54ba-08e3-4593-bc73-c19094eb8255
ALL	2c98b857-5550-4b7c-ad77-2c17348a2d85_8c64ec6b-5c6c-4a9b-914e-fb604f873ecb
ALL	753f0c0c-ac24-4e17-88f9-516366f7beb1_6cadc656-be2f-4225-b0d1-3fe70c5a5fdd
ALL	89cf7ea0-30b1-4764-9c61-7f23f5c944dd_ca570692-d725-48be-80d1-dcc85004aff7
ALL	0d8690fd-fdc0-4a88-b59e-e7c407966d94_637c925d-19ff-42e0-8d19-f004d164c59d
ALL	b5040da2-0d96-422a-9760-98a95c136fe8_3ebdb6a2-509d-421b-a186-989aba538664
ALL	52191e1f-fce1-4b45-9a1c-d5270b65bd8d_70f7483e-b2a6-4148-bfb6-d2f9ff2f8c2f
ALL	6a3a3238-eb9a-43b4-8bc5-11203c0ab827_6626facd-aae6-4fdb-81ac-eb84b0fcfd99
ALL	a27dd46b-a5c5-493c-8254-567919d60faf_ca9fa136-abf9-4e61-b38f-3df0249b3c72
ALL	0255efbd-9e20-4b51-a18d-0814e138572d_406b8e64-b3bd-455f-a7c7-dfad8cec19e3
ALL	e58c8e96-ac76-40cf-9c82-a9ab9e590e46_af83dc91-129d-4486-b727-100666405b01
ALL	55a5bc48-ae8b-46f6-8f94-f3d96c2dd2d2_40c68737-e42a-4d24-aff7-f20427f4f1a4
ALL	d67be8e3-41e9-4948-94cf-adc5eddd294b_455ac62d-7709-4390-b415-63abb5e3a59b
ALL	d1130332-1f54-48d6-9c73-0c7b55454b06_a2db597f-7fac-4d27-af2c-1f31b37520ab
ALL	242a72ad-5968-4bbf-936d-75b398a61b96_98556943-5365-47c7-9d32-63a7877d1010
ALL	20a21a6f-f615-47f7-9935-b330b116d51b_b979834c-cf76-4ed1-854b-667c35891628
ALL	e7830cae-311e-40e0-ba12-aa9d0d8eaa49_28d23919-226e-42c8-818f-f1e80302a506
ALL	9a7dc276-b019-4ad7-9923-71b365896092_c06ffce6-69a3-45be-8329-b5002aa3f133
ALL	3e998594-1665-43f7-9fec-15c2c6226361_d7261068-24dc-42e9-a94d-c99114bd9619
ALL	641bc815-243d-443a-9364-abc84e3861e5_0fc613d2-82ad-4df8-b018-c83d22563daf
ALL	18917266-64c2-40e2-958f-2edc428cb3ba_91ca4a58-b8aa-4988-a992-fc3cf6dae2e1
ALL	9dab1969-d52d-4646-b2fc-465c12c48ce9_bd5038fb-7c16-4c0a-88ed-169f1ac07968
ALL	d3ce1c32-282c-4aea-94b9-b53558c5d592_fd6a66e3-ee6a-4bd6-9c88-c24ba0deb2a8
ALL	1aa58f3b-788e-4224-8887-4af8eb05f4d4_c2e8ced1-38bd-4e0c-91a9-3fa733bd2572
ALL	5cd539b8-90bf-4465-826f-73269ea2e802_8b6e49fe-5470-476d-9695-0caee2896d66
ALL	77b75b10-3d22-42e6-a058-ca617caf1ce5_7babafdc-a693-46e9-92f5-7bf6e667c113
ALL	4249cccf-a338-49f1-a007-8cc003e5fbc0_fc7077a7-04f0-4796-9557-c597e271e4f1
ALL	ac2cfbde-9d62-49db-9a07-e8166003f10f_eaeb42cd-2b8d-4e80-b147-5d4c52e592d9
ALL	96ff727e-361c-4d81-aea7-ef9cd74de078_d55e6b5b-7f42-4f88-9a82-fc932f5abf83
ALL	2c46a26a-3454-4966-ac59-af6e0a11d1e9_dc2e1d4d-c233-4d63-b49d-b32c6d791746
ALL	3944c4a9-bf7b-4c59-a259-86b5d9a4c4e1_32fb205a-6752-46ab-b098-2c3955920f94
ALL	d5eece48-40d6-47b4-bde6-36087740ee3e_4a52c1c1-9b76-4a6f-8d0e-2c78b50364a5
ALL	7a166162-4cb1-431a-bdde-e5d481964273_23efa378-6656-4ddc-a305-2d60a5c8a66b
ALL	5b9911c3-efec-428c-a1a3-5a0834df04da_305a74a5-13c1-48fa-b40b-c83637344e7e
ALL	dd129b10-5c9e-4bff-a891-27026d14a34c_8ac5dfa6-8dcc-4711-8959-8e45344f3d7e
ALL	889c2a1f-9659-433e-852c-1dcdb650d9cc_c17a07a2-1def-4fca-87ab-91e1d231bc5a
ALL	7ff975b1-bc2a-4268-bd6e-a2c54b69c033_38603b24-c476-4fa0-9c60-eb185d91adeb
ALL	d3280297-5674-4ae6-ab57-8d820543901e_b0ec0de0-7b17-4a9f-afbd-05f6644e504d
ALL	961279aa-1e8a-48fe-9da1-9cc890e5c019_20ab747a-7a84-4b15-b695-530d33425e8e
ALL	813689a4-0413-4ee8-a5ba-79439710bbdb_8198b6cd-9f70-4c75-8ed7-770ee9ab3642
ALL	20a8b74c-0548-4816-b89b-107a5bb62d7d_e22159bf-b539-476a-9956-575db12d29e2
ALL	03c0cd25-a1d1-451f-be41-3acd22b15d62_12d1fdb8-d1ec-40a0-aa58-231559b6a243
ALL	f657b2a3-662c-4fe6-92bd-9a836182c82a_4519230d-d348-4847-b15d-f2331ec9f76a
ALL	dce44e3e-0bed-43e1-b89f-cb47b1ba056e_4842d3eb-9980-4d95-80e3-faac7f322802
ALL	a3627887-d988-455c-b87f-a9d2ba8bb6a1_a5017aea-ffe5-426f-b673-77a071d12178
ALL	05c85768-c065-4c14-a690-cdacf4e26987_2b4f5207-5b37-43d6-ba32-ca69db7baa42
ALL	0b935adb-0e19-4fcc-9bb0-b9d95872bcef_eed5ee07-f84e-4907-b4ea-1aa879d3602c
ALL	b4f9b73b-94db-4e0f-af55-cf0583318a4a_1ca90dce-8efc-420e-be6c-e52fe009e644
ALL	45cb042c-ee57-42ad-a8c2-1e2d75330f50_5c1a2fa2-c830-4687-a61a-65a48cd6b350
ALL	d3e3821a-8d26-4b15-b928-e98eee5fb537_5ab6f1f6-932b-4577-ab08-e3fa36ef5d1e
ALL	3dc4161e-161a-4fee-af32-4dcee6dd80f2_bb0bf831-bfd2-43f3-a39c-3ace235af98b
ALL	cce5b728-2e88-4479-aa1d-9a0de1d4276f_2db2e383-816d-4bc9-95cf-5f25bfa7f1a2
ALL	8e104a5f-15a1-4de9-8d5a-449e6afd9ba8_4c757fe3-d0e6-474a-bed8-3c945ba53427
ALL	0a187e9e-fae3-4b9f-b6ed-23cf0ffcb39e_f0d45c3a-ce46-4f6b-81e5-e2a0d64d5018
ALL	3620a73a-8136-4e26-8a67-7faa964abedd_86ba6437-cb20-491a-a0ae-7d89c0efb196
ALL	dafed455-98a2-419a-bebc-f90b731e2813_48703c46-7ad7-4000-a80b-4df7ecf0483a
ALL	a12145e9-3ba9-4340-ad39-1dab357b5459_e505702e-87d7-467a-a2af-58c92b036a7c
ALL	4a3c1455-336e-44da-b780-e3a168824276_e9631f82-22bb-4fa6-a39f-9fcd22abb3f7
ALL	023ec3a2-e4e5-4663-81a3-e46a30e940d4_3cac036a-81cb-4c95-9053-c2c01533858e
ALL	59286a60-24b8-4aef-89e2-99cc10524ae9_8bd36b03-e4fe-496c-ae4d-eb16c91d47ab
ALL	3dee8e6f-a904-42eb-bade-967a2f893686_f70a1f40-be65-40a8-932b-dd7499df2d88
ALL	ca98ed7d-7f97-4791-b86b-c92825b1e896_f9918f43-1f15-4511-a8d1-8a341a35795e
ALL	36cb6f79-4d32-408b-8bb0-897dac58696c_156c5efb-f9da-4058-9067-9b148e71d9d5
ALL	1368c9be-6e7e-4937-bd0f-81401df71449_4e570d94-c74a-4cd9-9b75-b8dda6bdf218
ALL	912d5b5e-393c-4d63-947f-a2e25e2e0fc4_a4d4d1f6-b709-49cb-b513-dc7215c3554b
ALL	8cd2bbcd-3ce9-4b57-99da-895b82300af8_63b52a31-696e-42e4-87b7-9e7d8b5c72aa
ALL	959acc2e-6754-413e-9e8d-a2994bcbbb0b_1f37f1fb-2767-46a7-a9a8-0f32640c09b7
ALL	09014cdd-1dcc-4557-9af4-19d01fd59afe_84649a32-bf09-41a9-aec3-7e348a24de87
ALL	cd887b4d-0b35-4d5d-a24c-4b64330fbe1e_077bda39-7c8c-4b20-9036-53487f512299
ALL	cf93f61c-9dc8-442a-85fc-c3b181616836_c3072254-b9be-4ad5-982f-cb854ee30708
ALL	7fb7ea59-1f6b-4289-9111-17f11b24d0b4_a87f1356-40ee-4db9-be7a-85c712f2493f
ALL	72608ed2-cb38-420f-8152-9bad1f413e65_b1d7a453-8024-462e-ba6b-35656117e60f
ALL	2e66d442-786a-484e-8050-c9b9198fe9dc_a9aa0e4c-26cc-4dd0-bcac-5a9f0a17d9dc
ALL	ab2c39e2-1435-4a47-b468-abd58c6b7033_85fd90f2-72fb-4e21-8bc0-9dbf18d16d18
ALL	97421d06-b199-4246-b2da-80a9ba313335_00ca7164-ceb2-44d7-a8e9-b6c6dd678ee9
ALL	b20e3094-1234-4128-85c5-70bda65b2bc9_f4f380b1-26f1-4a49-833e-451bb8d04978
ALL	e097bf88-b763-46f7-a71b-92b3cbb350ef_ba98cc27-d40c-4bd4-af0c-a8838662ba49
ALL	8206100b-f3a1-483d-9b1d-9b82d6fb204e_a4f3ff0f-4d29-4ff6-9bb2-c8bc78a36d9b
ALL	f38e4993-5bd5-431f-9803-df803de8edee_4356cd4c-7b05-472a-867e-9c39df586602
ALL	48a1a40d-462f-47e2-81ad-ed3c80f04552_3547a5d8-ecdd-480a-91dd-e3f2ff724516
ALL	e7291ead-efa7-4614-baeb-214f4111a6d4_78360b99-5711-4920-968c-c29518cfe28b
ALL	39a226b0-3f39-4a2f-9e38-2ad77349a213_caf6df54-aae9-42a3-8325-d270e84b1812
ALL	3f90dd96-9414-4e74-b2c8-c829eb33e1ec_e2a8a613-fa46-4458-8956-6a992099e93a
ALL	50ed062d-64cd-4c93-b51b-c179ef7af6c7_eeaf74b8-9542-4713-a9b7-65c10a92d483
ALL	4b318da4-400c-4a00-9258-cc4d114813f6_9aef1e69-b9c9-4523-899b-06fb297d1ab5
ALL	e2121761-9955-4413-8711-3fb9d7e7352a_b6dff306-63fa-4f39-bd47-620d1c924522
ALL	58578d50-1e0c-4f5e-929a-c969c5346b05_55456a36-6827-4419-b1b7-741d732da4c1
ALL	cff2f717-8801-4b3f-a1dc-8b13b1f37cba_59b922a8-58d4-4648-8290-00a9b0493604
ALL	252836be-aff6-4967-8887-d93b178a4ff9_d7bbc19b-5690-47fc-94ef-25dbade69a47
ALL	61b2f521-b9bc-439c-95b0-01ecf854c9bc_96b27cbc-76d5-46c0-a522-456477eeb7c6
ALL	4c6f4edb-9a29-48e6-8521-9c5fd2572e2d_e32fd93f-2e2e-41d6-a5da-298753c78835
ALL	6c8679c4-4e1d-4fbe-84ba-9b4a13991f47_7079f5c1-4aa2-49c0-8711-42601d07bd63
ALL	451a08a8-11fb-40cd-9759-61d36af70a57_83208d3f-077e-4dbe-848b-461249fba9ac
ALL	50f4bc66-e2af-478d-9253-8370ab937d88_fc3b3fc0-84a9-4514-9d93-37138dbf4cb2
ALL	602a2497-298c-4687-a843-0db6ffde7386_6f2db39e-16bf-4b9e-b630-633d68e38b38
ALL	1b2df3fd-183c-4099-a387-5908c8b44f57_8c23898c-2b3e-4a33-a4c0-a81496645297
ALL	9997f634-8806-40b6-aa8c-e65956ebc419_ca1c190c-a8ac-4c1c-b722-b981febb8d4f
ALL	13ba18eb-c94b-4f6c-ab50-2a98a8044ced_e6956c4d-8ecd-4fa8-8802-1881406b88a0
ALL	ecf0bb77-6658-453b-a0bb-72527491eaad_6e782dc0-eb20-4ba5-b667-e53a40d8bff4
ALL	261e7ec8-d65a-47fb-996a-5235bfb877cf_b7c6cc54-4a5a-4977-a6a8-72e04e3defda
ALL	c0f8029f-08cc-48b9-b68d-0e393789a9c1_2d9847dd-5942-40b1-84ca-9e17d623c28f
ALL	755c3447-77ce-40d7-bdb7-15cd08547ace_b7b67338-01cc-4ec7-86ce-6378a52ba1f4
ALL	20a6538d-91b0-4be1-bebd-b464a3f77f8c_63366f39-2123-417b-9679-ab680e288dde
ALL	8b849e83-cf60-44f4-a955-eacad7f50e8a_f58c7871-b7f8-422e-9919-175890f9e472
ALL	d6a730ef-3f0d-47c1-977e-5c80647356d4_4206b385-00cc-4540-9bb0-92ce8e1b7201
ALL	08a08259-37cd-4322-824f-078962f009c9_4950f04e-431e-4171-8d90-322d053f84f9
ALL	80c1365a-4c26-457a-9dde-6fad0228e84d_9e174bf7-5169-4b62-a005-1e2d87fbfda3
ALL	a1a54d46-e6a9-4e3b-8839-e6876eb075c5_bc5038bd-5ad7-4776-858c-b0d8f85a7c2e
ALL	cb1c5a54-59e6-4ab3-b4d8-062c29953a1a_61fb2eb9-97dc-46bf-a7ad-7e3cdb51fd1e
ALL	bcb1bab9-d7d0-49c8-b7be-175011bc4965_18e2feb8-5c4e-4de9-8946-8872f1712182
ALL	ebb0e994-7f98-4af4-9947-375d19631522_c734ea72-a3f1-45a7-94be-3aa675e51759
ALL	2d970196-beee-4783-90a1-e313a789dd92_017e13fe-baad-49a6-ab3c-4d0082029f16
ALL	840633a2-9565-4096-aa67-584952fbd6ab_d8a6c759-7aa9-4002-abd8-17c5e6cdb074
ALL	9597f316-8084-47e2-a60f-cff2471fd619_08a84005-a974-4c0f-9660-83ec041c1fba
ALL	f780aef6-1c9c-4167-9f55-48885d6e5874_169e8aff-335b-47aa-b0f3-4a94151ddb8a
ALL	cd7c5598-471d-42c4-b46d-113bf4daadbd_8407a65c-fb05-4211-b888-48371315e65c
ALL	68b5218b-b7f0-4549-af44-dfcbf327bc48_a99beb0e-0abf-4d05-a34f-4d99f24e274d
ALL	17313700-6052-4901-8850-981fead99d6c_fc0f8559-5051-4428-8835-9922ab36bda5
ALL	454bb055-43d0-4f2b-a196-e5595bc654c6_93c4bbe8-8424-4a93-ba52-6c731b253b19
